,Country,Year,Suicides number,Life expectancy,Adult Mortality,Infant deaths,Alcohol,Under-five deaths,HIV/AIDS,GDP,Population,Income composition of resources,Schooling
202,Brunei Darussalam,1970-01-01 00:00:00.000002006,10.0,76.3,93.0,0,0.67,0,0.1,398.96692,347900.0,0.837,14.3
203,Brunei Darussalam,1970-01-01 00:00:00.000002007,10.0,76.0,1.0,0,0.85,0,0.1,32672.36717,342714.0,0.84,14.3
204,Brunei Darussalam,1970-01-01 00:00:00.000002008,9.0,77.2,84.0,0,0.67,0,0.1,37951.286,347549.0,0.84,14.2
205,Brunei Darussalam,1970-01-01 00:00:00.000002009,2.0,76.8,88.0,0,0.25,0,0.1,27965.4754,352328.0,0.841,14.1
206,Brunei Darussalam,1970-01-01 00:00:00.000002010,5.0,76.9,79.0,0,0.88,0,0.1,35268.1117,379000.0,0.845,14.2
207,Brunei Darussalam,1970-01-01 00:00:00.000002011,5.0,77.4,79.0,0,0.97,0,0.1,4717.273,387600.0,0.846,14.1
208,Brunei Darussalam,1970-01-01 00:00:00.000002012,8.0,78.3,79.0,0,0.01,0,0.1,47651.2599,368700.0,0.852,14.4
209,Brunei Darussalam,1970-01-01 00:00:00.000002013,4.0,77.1,84.0,0,0.01,0,0.1,44597.27968,373361.0,0.86,14.9
210,Brunei Darussalam,1970-01-01 00:00:00.000002014,5.0,77.6,8.0,0,0.01,0,0.1,4159.8652,378656.0,0.863,15.0
211,Brunei Darussalam,1970-01-01 00:00:00.000002015,7.0,77.7,78.0,0,0.01,0,0.1,3967.8951,384080.0,0.864,14.9
212,Bulgaria,1970-01-01 00:00:00.000002000,1383.0,71.1,163.0,1,9.69,1,0.1,169.28586,817172.0,0.709,12.9
213,Bulgaria,1970-01-01 00:00:00.000002001,1314.0,71.6,16.0,1,10.72,1,0.1,1764.97387,89142.0,0.713,12.9
214,Bulgaria,1970-01-01 00:00:00.000002002,1317.0,71.8,157.0,1,10.2,1,0.1,287.534843,7837161.0,0.723,12.9
215,Bulgaria,1970-01-01 00:00:00.000002003,1092.0,72.0,155.0,1,11.19,1,0.1,271.46824,7775327.0,0.729,12.9
216,Bulgaria,1970-01-01 00:00:00.000002004,1013.0,72.2,157.0,1,10.96,1,0.1,3381.57837,771686.0,0.738,13.3
217,Bulgaria,1970-01-01 00:00:00.000002005,982.0,72.1,16.0,1,10.48,1,0.1,3893.68998,7658972.0,0.745,13.5
218,Bulgaria,1970-01-01 00:00:00.000002006,977.0,72.2,161.0,1,10.39,1,0.1,4513.13628,76122.0,0.75,13.5
219,Bulgaria,1970-01-01 00:00:00.000002007,902.0,72.6,157.0,1,10.89,1,0.1,5932.899677,7545338.0,0.755,13.5
220,Bulgaria,1970-01-01 00:00:00.000002008,939.0,72.9,155.0,1,10.98,1,0.1,7296.122479,7492561.0,0.761,13.8
221,Bulgaria,1970-01-01 00:00:00.000002009,868.0,73.2,152.0,1,10.93,1,0.1,6955.987733,7444443.0,0.768,13.8
222,Bulgaria,1970-01-01 00:00:00.000002010,859.0,73.4,147.0,1,10.8,1,0.1,6843.263289,7395599.0,0.77,13.9
223,Bulgaria,1970-01-01 00:00:00.000002011,763.0,73.7,144.0,1,10.67,1,0.1,7813.83499,7348328.0,0.775,14.2
224,Bulgaria,1970-01-01 00:00:00.000002012,872.0,73.9,139.0,1,10.99,1,0.1,7378.25539,735888.0,0.778,14.3
225,Bulgaria,1970-01-01 00:00:00.000002013,721.0,74.1,14.0,1,12.06,1,0.1,7674.86559,7265115.0,0.781,14.4
226,Bulgaria,1970-01-01 00:00:00.000002014,724.0,74.3,138.0,1,12.03,1,0.1,7853.335191,7223938.0,0.787,14.8
227,Cabo Verde,1970-01-01 00:00:00.000002011,42.0,72.6,122.0,0,5.07,0,0.3,367.429453,5867.0,0.632,13.1
228,Canada,1970-01-01 00:00:00.000002000,3606.0,79.1,82.0,2,7.6,2,0.1,24124.16917,37697.0,0.864,15.9
229,Canada,1970-01-01 00:00:00.000002001,3694.0,79.4,8.0,2,7.6,2,0.1,23691.59472,31819.0,0.867,15.8
230,Canada,1970-01-01 00:00:00.000002002,3650.0,79.5,79.0,2,7.7,2,0.1,24167.8431,31362.0,0.872,15.8
231,Canada,1970-01-01 00:00:00.000002003,3765.0,79.7,78.0,2,7.7,2,0.1,28172.14883,31676.0,0.877,15.8
232,Canada,1970-01-01 00:00:00.000002004,3613.0,80.0,77.0,2,7.8,2,0.1,31979.87195,31995.0,0.881,15.8
233,Canada,1970-01-01 00:00:00.000002005,3743.0,81.0,76.0,2,8.0,2,0.1,36189.58838,32312.0,0.886,15.8
234,Canada,1970-01-01 00:00:00.000002006,3512.0,85.0,75.0,2,8.2,2,0.1,4386.69948,325755.0,0.891,15.8
235,Canada,1970-01-01 00:00:00.000002007,3611.0,85.0,74.0,2,8.3,2,0.1,44544.5268,32887928.0,0.894,15.8
236,Canada,1970-01-01 00:00:00.000002008,3705.0,87.0,74.0,2,8.3,2,0.1,46596.33599,33245773.0,0.897,15.8
237,Canada,1970-01-01 00:00:00.000002009,3890.0,81.0,72.0,2,8.4,2,0.1,4773.45436,33628571.0,0.898,15.9
238,Canada,1970-01-01 00:00:00.000002010,3951.0,81.2,7.0,2,8.4,2,0.1,47447.4762,345274.0,0.898,15.9
239,Canada,1970-01-01 00:00:00.000002011,3728.0,81.5,68.0,2,8.2,2,0.1,5282.2176,3434278.0,0.903,15.9
240,Canada,1970-01-01 00:00:00.000002012,3926.0,81.6,68.0,2,8.3,2,0.1,52496.69487,3475545.0,0.907,15.9
241,Canada,1970-01-01 00:00:00.000002013,4054.0,81.8,67.0,2,8.2,2,0.1,52413.72116,35155451.0,0.909,15.9
242,Chile,1970-01-01 00:00:00.000002000,1473.0,77.3,13.0,2,6.24,3,0.1,511.368479,15262754.0,0.755,13.5
243,Chile,1970-01-01 00:00:00.000002001,1625.0,77.3,16.0,2,6.1,3,0.1,4595.666327,15444969.0,0.761,13.7
244,Chile,1970-01-01 00:00:00.000002002,1603.0,77.8,11.0,2,6.06,3,0.1,4463.545867,15623635.0,0.768,13.9
245,Chile,1970-01-01 00:00:00.000002003,1654.0,77.9,1.0,2,6.37,2,0.1,4787.699532,15799542.0,0.775,14.0
246,Chile,1970-01-01 00:00:00.000002004,1735.0,78.0,97.0,2,6.32,2,0.1,621.828325,15973778.0,0.781,14.3
247,Chile,1970-01-01 00:00:00.000002005,1682.0,78.4,93.0,2,7.57,2,0.1,7615.3468,1614764.0,0.79,14.6
248,Chile,1970-01-01 00:00:00.000002006,1795.0,78.9,91.0,2,7.33,2,0.1,9484.681227,16319792.0,0.796,14.9
249,Chile,1970-01-01 00:00:00.000002007,1848.0,78.9,9.0,2,7.39,2,0.1,1526.87746,16491687.0,0.797,14.8
250,Chile,1970-01-01 00:00:00.000002008,2088.0,79.6,88.0,2,7.31,2,0.1,1781.3668,16661942.0,0.804,15.2
251,Chile,1970-01-01 00:00:00.000002009,2148.0,79.3,91.0,2,7.67,2,0.1,1243.32824,16829442.0,0.816,15.3
252,Chile,1970-01-01 00:00:00.000002010,2001.0,79.1,89.0,2,7.93,2,0.1,1286.17764,16993354.0,0.815,15.2
253,Chile,1970-01-01 00:00:00.000002011,2027.0,79.8,86.0,2,7.26,2,0.1,1475.69242,17153357.0,0.82,15.4
254,Chile,1970-01-01 00:00:00.000002012,1841.0,79.9,84.0,2,6.76,2,0.1,15431.9293,1739746.0,0.826,15.5
255,Chile,1970-01-01 00:00:00.000002013,1738.0,81.0,84.0,2,7.2,2,0.1,15941.39722,17462982.0,0.831,15.6
256,Chile,1970-01-01 00:00:00.000002014,1789.0,83.0,83.0,2,7.16,2,0.1,14817.37778,17613798.0,0.841,16.2
257,Chile,1970-01-01 00:00:00.000002015,1838.0,85.0,82.0,2,7.16,2,0.1,13653.2264,17762681.0,0.845,16.3
258,Colombia,1970-01-01 00:00:00.000002000,2358.0,71.4,167.0,18,4.66,21,0.1,2472.197831,443958.0,0.65,11.3
259,Colombia,1970-01-01 00:00:00.000002001,2412.0,71.5,165.0,17,4.43,21,0.1,2395.856551,498899.0,0.653,11.4
260,Colombia,1970-01-01 00:00:00.000002002,2379.0,71.8,163.0,17,4.45,20,0.1,2355.725857,41572491.0,0.656,11.5
261,Colombia,1970-01-01 00:00:00.000002003,2269.0,72.4,15.0,16,4.25,19,0.1,2246.257472,42152151.0,0.659,11.6
262,Colombia,1970-01-01 00:00:00.000002004,2244.0,72.8,148.0,16,4.26,19,0.1,274.249442,42724163.0,0.658,11.3
263,Colombia,1970-01-01 00:00:00.000002005,2102.0,73.1,144.0,15,4.38,18,0.1,3386.256,43285634.0,0.658,11.1
264,Colombia,1970-01-01 00:00:00.000002006,2177.0,73.1,147.0,15,4.53,17,0.1,379.78776,43835722.0,0.669,11.5
265,Colombia,1970-01-01 00:00:00.000002007,2181.0,73.5,144.0,14,4.66,17,0.1,4674.21961,44374572.0,0.675,11.9
266,Colombia,1970-01-01 00:00:00.000002008,2220.0,73.5,146.0,14,4.45,16,0.1,5433.7245,4491544.0,0.683,12.2
267,Colombia,1970-01-01 00:00:00.000002009,2249.0,73.6,15.0,13,4.34,15,0.1,5148.422113,45416181.0,0.691,12.4
268,Colombia,1970-01-01 00:00:00.000002010,2107.0,73.6,15.0,12,4.28,15,0.1,625.65544,4591897.0,0.695,12.8
269,Colombia,1970-01-01 00:00:00.000002011,2044.0,74.2,144.0,12,4.37,14,0.1,7227.73968,4646646.0,0.7,13.0
270,Colombia,1970-01-01 00:00:00.000002012,2119.0,74.3,143.0,11,4.44,13,0.1,7884.984429,46881475.0,0.707,13.2
271,Colombia,1970-01-01 00:00:00.000002013,2068.0,74.4,145.0,11,4.41,13,0.1,83.5863,47342981.0,0.712,13.3
272,Colombia,1970-01-01 00:00:00.000002014,2126.0,74.6,144.0,11,4.38,12,0.1,7913.383432,47791911.0,0.72,13.6
273,Colombia,1970-01-01 00:00:00.000002015,2332.0,74.8,143.0,10,4.38,12,0.1,644.525556,48228697.0,0.724,13.6
274,Costa Rica,1970-01-01 00:00:00.000002000,239.0,77.6,98.0,1,4.34,1,0.1,388.363689,3925443.0,0.702,11.6
275,Costa Rica,1970-01-01 00:00:00.000002001,198.0,77.5,1.0,1,4.29,1,0.1,3981.52847,3996798.0,0.708,11.7
276,Costa Rica,1970-01-01 00:00:00.000002002,275.0,78.3,99.0,1,4.17,1,0.1,462.14965,46324.0,0.712,11.9
277,Costa Rica,1970-01-01 00:00:00.000002003,315.0,78.0,1.0,1,4.04,1,0.1,4167.71417,4125971.0,0.715,12.1
278,Costa Rica,1970-01-01 00:00:00.000002004,325.0,77.7,12.0,1,4.09,1,0.1,4425.57467,418738.0,0.719,12.2
279,Costa Rica,1970-01-01 00:00:00.000002005,272.0,78.6,97.0,1,4.1,1,0.1,4697.11135,4247841.0,0.723,12.4
280,Costa Rica,1970-01-01 00:00:00.000002006,350.0,78.0,16.0,1,4.15,1,0.1,5245.187372,438794.0,0.727,12.6
281,Costa Rica,1970-01-01 00:00:00.000002007,270.0,78.9,93.0,1,4.2,1,0.1,612.623418,4369469.0,0.734,12.8
282,Costa Rica,1970-01-01 00:00:00.000002008,261.0,78.9,99.0,1,4.22,1,0.1,6911.136136,442958.0,0.74,12.9
283,Costa Rica,1970-01-01 00:00:00.000002009,278.0,79.2,96.0,1,4.07,1,0.1,689.396224,4488263.0,0.747,13.1
284,Costa Rica,1970-01-01 00:00:00.000002010,311.0,78.1,16.0,1,3.58,1,0.1,8199.414621,454528.0,0.749,13.3
285,Costa Rica,1970-01-01 00:00:00.000002011,316.0,79.0,98.0,1,3.41,1,0.1,9186.59639,46474.0,0.752,13.4
286,Costa Rica,1970-01-01 00:00:00.000002012,302.0,79.2,97.0,1,3.34,1,0.1,9985.36959,4654122.0,0.758,13.6
287,Costa Rica,1970-01-01 00:00:00.000002013,311.0,79.4,96.0,1,3.42,1,0.1,1569.66631,47641.0,0.762,13.7
288,Costa Rica,1970-01-01 00:00:00.000002014,268.0,79.5,96.0,1,3.45,1,0.1,1647.44179,4757575.0,0.768,13.9
289,Croatia,1970-01-01 00:00:00.000002000,926.0,74.7,127.0,0,12.73,0,0.1,4919.62869,4426.0,0.739,12.2
290,Croatia,1970-01-01 00:00:00.000002001,881.0,74.9,126.0,0,13.15,0,0.1,5245.421419,444.0,0.749,12.3
291,Croatia,1970-01-01 00:00:00.000002002,874.0,74.8,124.0,0,13.39,0,0.1,653.71637,444.0,0.759,12.6
292,Croatia,1970-01-01 00:00:00.000002003,865.0,74.7,122.0,0,13.78,0,0.1,785.881418,444.0,0.765,12.9
293,Croatia,1970-01-01 00:00:00.000002004,871.0,75.4,114.0,0,13.11,0,0.1,9365.742468,4439.0,0.771,13.3
294,Croatia,1970-01-01 00:00:00.000002005,874.0,75.2,116.0,0,11.59,0,0.1,1224.2459,4442.0,0.777,13.6
295,Croatia,1970-01-01 00:00:00.000002006,796.0,75.9,113.0,0,11.83,0,0.1,11363.41845,444.0,0.783,13.9
296,Croatia,1970-01-01 00:00:00.000002007,775.0,75.8,114.0,0,12.56,0,0.1,13546.69872,4436.0,0.793,14.3
297,Croatia,1970-01-01 00:00:00.000002008,793.0,76.0,116.0,0,12.06,0,0.1,15893.8656,443458.0,0.8,14.3
298,Croatia,1970-01-01 00:00:00.000002009,790.0,76.3,19.0,0,12.21,0,0.1,14157.14416,442978.0,0.803,14.2
299,Croatia,1970-01-01 00:00:00.000002010,776.0,76.6,16.0,0,12.1,0,0.1,1355.74586,4417781.0,0.803,14.2
300,Croatia,1970-01-01 00:00:00.000002011,702.0,77.0,14.0,0,12.19,0,0.1,14539.18421,428622.0,0.808,14.5
301,Croatia,1970-01-01 00:00:00.000002012,776.0,77.1,14.0,0,11.49,0,0.1,13235.97757,4267558.0,0.815,14.6
302,Croatia,1970-01-01 00:00:00.000002013,692.0,77.7,97.0,0,12.39,0,0.1,13574.749,4255689.0,0.817,14.9
303,Croatia,1970-01-01 00:00:00.000002014,722.0,77.8,97.0,0,12.14,0,0.1,13467.46827,4238389.0,0.82,15.1
304,Croatia,1970-01-01 00:00:00.000002015,739.0,78.0,95.0,0,12.14,0,0.1,11579.6674,42364.0,0.823,15.3
305,Cuba,1970-01-01 00:00:00.000002000,1845.0,76.9,115.0,1,3.92,1,0.1,2741.11542,10397209.0,0.679,12.1
306,Cuba,1970-01-01 00:00:00.000002001,1652.0,76.7,115.0,1,4.04,1,0.1,2832.188893,10433428.0,0.686,12.3
307,Cuba,1970-01-01 00:00:00.000002002,1606.0,77.7,19.0,1,4.1,1,0.1,2994.339988,10479415.0,0.692,12.5
308,Cuba,1970-01-01 00:00:00.000002003,1499.0,77.4,18.0,1,4.39,1,0.1,3192.669378,10531074.0,0.694,12.9
309,Cuba,1970-01-01 00:00:00.000002004,1515.0,77.3,17.0,1,4.38,1,0.1,339.716256,10578701.0,0.705,13.2
310,Cuba,1970-01-01 00:00:00.000002005,1397.0,77.2,19.0,1,4.48,1,0.1,3779.577,10616406.0,0.719,14.2
311,Cuba,1970-01-01 00:00:00.000002006,1376.0,78.0,14.0,1,4.17,1,0.1,4669.6916,10653638.0,0.732,14.7
312,Cuba,1970-01-01 00:00:00.000002007,1307.0,78.1,14.0,1,4.13,1,0.1,5184.494227,10678023.0,0.754,16.0
313,Cuba,1970-01-01 00:00:00.000002008,1377.0,77.9,12.0,1,4.26,1,0.1,5376.447622,10693814.0,0.771,17.1
314,Cuba,1970-01-01 00:00:00.000002009,1477.0,78.1,11.0,1,4.01,1,0.1,5484.7763,10708230.0,0.782,17.7
315,Cuba,1970-01-01 00:00:00.000002010,1558.0,78.0,98.0,1,4.13,1,0.1,5676.14143,10725848.0,0.784,17.6
316,Cuba,1970-01-01 00:00:00.000002011,1529.0,78.8,92.0,1,4.14,1,0.1,675.92436,10748034.0,0.78,16.5
317,Cuba,1970-01-01 00:00:00.000002012,1495.0,78.7,96.0,1,4.16,1,0.1,6425.941119,10770535.0,0.778,15.7
318,Cuba,1970-01-01 00:00:00.000002013,1499.0,78.7,96.0,1,4.18,1,0.1,676.15344,10792690.0,0.773,14.7
319,Cuba,1970-01-01 00:00:00.000002014,1453.0,79.0,93.0,1,4.37,1,0.1,75.5199,10813411.0,0.772,14.0
320,Cuba,1970-01-01 00:00:00.000002015,1511.0,79.1,92.0,1,4.37,1,0.1,762.261218,10832068.0,0.773,13.9
321,Cyprus,1970-01-01 00:00:00.000002000,7.0,78.1,7.0,0,9.56,0,0.1,14672.8826,943286.0,0.798,12.5
322,Cyprus,1970-01-01 00:00:00.000002004,7.0,78.6,65.0,0,13.03,0,0.1,23932.49128,1141.0,0.823,13.4
323,Cyprus,1970-01-01 00:00:00.000002005,17.0,78.7,65.0,0,11.41,0,0.1,25324.48666,127658.0,0.826,13.5
324,Cyprus,1970-01-01 00:00:00.000002006,19.0,78.8,64.0,0,11.47,0,0.1,27169.99256,14559.0,0.829,13.4
325,Cyprus,1970-01-01 00:00:00.000002007,19.0,78.9,63.0,0,11.56,0,0.1,31386.63265,163712.0,0.836,13.5
326,Cyprus,1970-01-01 00:00:00.000002008,41.0,79.1,62.0,0,12.01,0,0.1,3539.7488,181563.0,0.844,13.7
327,Cyprus,1970-01-01 00:00:00.000002009,32.0,79.3,6.0,0,10.8,0,0.1,3215.8159,19876.0,0.849,14.1
328,Cyprus,1970-01-01 00:00:00.000002010,38.0,79.5,59.0,0,11.32,0,0.1,3818.46396,111267.0,0.853,14.6
329,Cyprus,1970-01-01 00:00:00.000002011,30.0,79.7,57.0,0,10.69,0,0.1,32233.83942,1124835.0,0.847,13.8
330,Cyprus,1970-01-01 00:00:00.000002012,36.0,80.0,56.0,0,10.55,0,0.1,28951.15556,113562.0,0.85,13.8
331,Cyprus,1970-01-01 00:00:00.000002013,45.0,81.0,54.0,0,9.04,0,0.1,2797.96736,1143896.0,0.85,13.8
332,Cyprus,1970-01-01 00:00:00.000002014,44.0,83.0,53.0,0,0.01,0,0.1,2734.88382,115239.0,0.85,14.0
333,Cyprus,1970-01-01 00:00:00.000002015,40.0,85.0,52.0,0,0.01,0,0.1,2375.1127,116985.0,0.854,14.3
334,Denmark,1970-01-01 00:00:00.000002000,728.0,76.9,12.0,0,11.69,0,0.1,3743.55917,5339616.0,0.86,16.5
335,Denmark,1970-01-01 00:00:00.000002001,727.0,77.0,12.0,0,11.56,0,0.1,3751.64946,5358783.0,0.862,16.2
336,Denmark,1970-01-01 00:00:00.000002002,688.0,77.0,14.0,0,11.34,0,0.1,33228.69291,5375931.0,0.875,16.6
337,Denmark,1970-01-01 00:00:00.000002003,633.0,77.3,11.0,0,11.54,0,0.1,4458.7764,539574.0,0.882,16.3
338,Denmark,1970-01-01 00:00:00.000002004,661.0,77.7,98.0,0,11.27,0,0.1,46511.6457,544523.0,0.893,16.5
339,Denmark,1970-01-01 00:00:00.000002005,631.0,78.1,92.0,0,11.28,0,0.1,48799.8237,5419432.0,0.897,16.6
340,Denmark,1970-01-01 00:00:00.000002006,650.0,78.1,93.0,0,11.02,0,0.1,5226.99311,5437272.0,0.902,16.9
341,Denmark,1970-01-01 00:00:00.000002007,581.0,78.4,93.0,0,10.99,0,0.1,58487.451,5461438.0,0.904,16.7
342,Denmark,1970-01-01 00:00:00.000002008,603.0,78.8,88.0,0,10.7,0,0.1,64322.6664,5493621.0,0.906,16.8
343,Denmark,1970-01-01 00:00:00.000002009,622.0,78.9,86.0,0,10.08,0,0.1,58163.29359,552395.0,0.906,16.8
344,Denmark,1970-01-01 00:00:00.000002010,563.0,79.2,84.0,0,10.28,0,0.1,5841.41122,5547683.0,0.906,16.8
345,Denmark,1970-01-01 00:00:00.000002011,589.0,79.7,79.0,0,10.47,0,0.1,61753.667,557572.0,0.91,16.9
346,Denmark,1970-01-01 00:00:00.000002012,661.0,80.0,76.0,0,9.26,0,0.1,5857.521,5591572.0,0.922,18.4
347,Denmark,1970-01-01 00:00:00.000002013,610.0,81.0,75.0,0,9.5,0,0.1,61191.19263,5614932.0,0.924,18.7
348,Denmark,1970-01-01 00:00:00.000002014,629.0,84.0,73.0,0,9.64,0,0.1,62425.5392,5643475.0,0.926,19.2
349,Denmark,1970-01-01 00:00:00.000002015,564.0,86.0,71.0,0,9.64,0,0.1,5314.64416,5683483.0,0.923,19.2
350,Dominican Republic,1970-01-01 00:00:00.000002000,148.0,72.0,176.0,7,6.58,9,2.5,282.4242,8562622.0,0.651,12.2
351,Dominican Republic,1970-01-01 00:00:00.000002001,152.0,71.2,188.0,7,6.13,9,2.5,2862.154836,8697126.0,0.656,12.3
352,Dominican Republic,1970-01-01 00:00:00.000002002,137.0,71.4,189.0,7,6.43,8,2.4,38.46578,8832285.0,0.66,12.3
353,Dominican Republic,1970-01-01 00:00:00.000002003,156.0,73.0,22.0,7,6.32,8,2.3,2372.628827,896776.0,0.665,12.4
354,Dominican Republic,1970-01-01 00:00:00.000002004,149.0,69.3,214.0,7,5.16,8,2.1,2421.9662,912998.0,0.666,12.5
355,Dominican Republic,1970-01-01 00:00:00.000002005,221.0,69.7,28.0,7,5.71,8,2.0,3681.5993,9237566.0,0.668,12.6
356,Dominican Republic,1970-01-01 00:00:00.000002006,157.0,72.3,178.0,7,6.2,8,1.8,3836.468771,9371338.0,0.677,12.6
357,Dominican Republic,1970-01-01 00:00:00.000002007,169.0,72.9,164.0,6,6.05,8,1.6,4647.31359,954353.0,0.685,12.7
358,Dominican Republic,1970-01-01 00:00:00.000002008,184.0,73.3,161.0,6,6.12,8,1.4,511.37937,963652.0,0.692,12.8
359,Dominican Republic,1970-01-01 00:00:00.000002009,203.0,73.6,157.0,6,6.05,8,1.2,4952.67753,9767758.0,0.695,12.9
360,Dominican Republic,1970-01-01 00:00:00.000002010,210.0,72.7,166.0,6,6.02,8,0.9,5451.6696,9897985.0,0.697,12.9
361,Dominican Republic,1970-01-01 00:00:00.000002011,221.0,73.1,16.0,6,5.91,7,0.7,5759.643,12795.0,0.703,13.0
362,Dominican Republic,1970-01-01 00:00:00.000002012,254.0,72.1,174.0,6,5.93,7,0.4,5968.876767,115495.0,0.706,13.1
363,Dominican Republic,1970-01-01 00:00:00.000002013,445.0,73.4,157.0,6,5.93,7,0.3,627.55544,1281296.0,0.709,13.2
364,Ecuador,1970-01-01 00:00:00.000002000,534.0,72.8,163.0,9,3.99,11,0.3,1451.29776,12628596.0,0.668,12.4
365,Ecuador,1970-01-01 00:00:00.000002001,584.0,73.4,158.0,9,4.13,10,0.3,193.741571,12852755.0,0.67,12.4
366,Ecuador,1970-01-01 00:00:00.000002002,577.0,73.6,157.0,8,3.88,10,0.3,2183.966796,13726.0,0.675,12.5
367,Ecuador,1970-01-01 00:00:00.000002003,675.0,74.4,151.0,8,3.69,10,0.3,244.46898,1328961.0,0.679,12.6
368,Ecuador,1970-01-01 00:00:00.000002004,791.0,74.4,148.0,8,3.65,9,0.3,278.557892,1359647.0,0.682,12.7
369,Ecuador,1970-01-01 00:00:00.000002005,943.0,74.2,151.0,8,3.54,9,0.3,321.942547,13735233.0,0.688,12.8
370,Ecuador,1970-01-01 00:00:00.000002006,900.0,74.4,144.0,8,3.52,9,0.3,335.786541,1396748.0,0.693,12.8
371,Ecuador,1970-01-01 00:00:00.000002007,1005.0,74.7,14.0,7,3.63,9,0.2,359.71886,1425453.0,0.696,12.9
372,Ecuador,1970-01-01 00:00:00.000002008,928.0,74.6,139.0,7,3.76,9,0.1,4274.95265,14447562.0,0.698,13.0
373,Ecuador,1970-01-01 00:00:00.000002009,964.0,75.1,137.0,7,3.87,8,0.1,4255.56571,14691275.0,0.702,13.1
374,Ecuador,1970-01-01 00:00:00.000002010,912.0,75.0,134.0,7,3.95,8,0.1,4657.32361,1493469.0,0.703,13.1
375,Ecuador,1970-01-01 00:00:00.000002011,918.0,75.3,131.0,7,3.99,8,0.1,5223.351763,15177355.0,0.71,13.2
376,Ecuador,1970-01-01 00:00:00.000002012,976.0,75.5,127.0,7,3.92,8,0.1,572.14313,15419666.0,0.717,13.3
377,Ecuador,1970-01-01 00:00:00.000002013,676.0,76.0,121.0,6,3.77,8,0.1,674.9829,15661547.0,0.725,13.4
378,Ecuador,1970-01-01 00:00:00.000002014,734.0,76.0,121.0,6,3.82,7,0.1,6432.216537,1593112.0,0.737,14.0
379,Ecuador,1970-01-01 00:00:00.000002015,1073.0,76.2,118.0,6,3.82,7,0.1,625.62224,16144368.0,0.739,14.0
380,Egypt,1970-01-01 00:00:00.000002000,48.0,68.8,171.0,65,0.14,82,0.1,625.62224,61633355.0,0.606,11.0
381,Egypt,1970-01-01 00:00:00.000002001,49.0,68.6,177.0,63,0.14,78,0.1,625.62224,62831800.0,0.612,11.1
382,Egypt,1970-01-01 00:00:00.000002002,36.0,68.7,177.0,61,0.15,75,0.1,625.62224,64048864.0,0.617,11.2
383,Egypt,1970-01-01 00:00:00.000002003,42.0,68.6,178.0,59,0.15,72,0.1,625.62224,65284981.0,0.621,11.3
384,Egypt,1970-01-01 00:00:00.000002004,54.0,69.0,176.0,57,0.16,70,0.1,625.62224,61349608.0,0.623,11.2
385,Egypt,1970-01-01 00:00:00.000002005,52.0,69.4,174.0,56,0.16,68,0.1,625.62224,62531684.0,0.629,11.4
386,Egypt,1970-01-01 00:00:00.000002006,43.0,69.5,175.0,55,0.18,66,0.1,625.62224,63678464.0,0.636,11.5
387,Egypt,1970-01-01 00:00:00.000002007,32.0,69.7,171.0,55,0.21,65,0.1,625.62224,64938649.0,0.644,11.7
388,Egypt,1970-01-01 00:00:00.000002008,41.0,69.8,172.0,54,0.24,65,0.1,625.62224,67134585.0,0.651,11.9
389,Egypt,1970-01-01 00:00:00.000002009,52.0,69.9,174.0,54,0.21,64,0.1,625.62224,72889969.0,0.659,12.0
390,Egypt,1970-01-01 00:00:00.000002010,48.0,70.0,173.0,54,0.22,64,0.1,625.62224,74238902.0,0.665,12.2
391,Egypt,1970-01-01 00:00:00.000002011,176.0,74.0,168.0,55,0.22,64,0.1,625.62224,75743440.0,0.671,12.4
392,Egypt,1970-01-01 00:00:00.000002012,211.0,72.0,165.0,54,0.23,64,0.1,625.62224,77116832.0,0.673,12.4
393,Egypt,1970-01-01 00:00:00.000002013,149.0,79.0,159.0,54,0.21,63,0.1,625.62224,78431389.0,0.681,12.8
394,Egypt,1970-01-01 00:00:00.000002014,88.0,78.0,161.0,53,0.21,62,0.1,625.62224,76981540.0,0.686,13.1
395,Egypt,1970-01-01 00:00:00.000002015,48.0,79.0,159.0,51,0.21,60,0.1,625.62224,78885166.0,0.688,13.1
396,El Salvador,1970-01-01 00:00:00.000002000,461.0,69.0,218.0,4,2.79,5,0.4,2238.4116,5867626.0,0.607,11.3
397,El Salvador,1970-01-01 00:00:00.000002001,514.0,68.9,219.0,4,2.88,4,0.4,2338.772244,595962.0,0.615,11.6
398,El Salvador,1970-01-01 00:00:00.000002002,436.0,73.0,24.0,3,2.97,4,0.4,248.4125,59433.0,0.621,11.8
399,El Salvador,1970-01-01 00:00:00.000002003,527.0,69.9,29.0,3,3.1,4,0.3,2519.737387,5971535.0,0.628,12.0
400,El Salvador,1970-01-01 00:00:00.000002004,464.0,70.0,215.0,3,2.9,3,0.3,2632.79942,6775.0,0.636,12.4
401,El Salvador,1970-01-01 00:00:00.000002005,455.0,71.0,213.0,3,2.77,3,0.2,2835.281237,628961.0,0.644,12.7
402,El Salvador,1970-01-01 00:00:00.000002006,411.0,75.0,211.0,3,2.77,3,0.2,362.951768,656478.0,0.651,12.9
403,El Salvador,1970-01-01 00:00:00.000002007,501.0,71.2,23.0,2,2.83,3,0.3,334.83817,683475.0,0.657,12.9
404,El Salvador,1970-01-01 00:00:00.000002008,490.0,71.7,194.0,2,2.68,3,0.3,357.347674,61131.0,0.659,13.4
